id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
27823,Hinjewadi,3030,2,2,2017,1,9300773
27824,Kalyani Nagar,1996,2,1,2018,0,5300456
27825,Pimpri-Chinchwad,1681,2,3,1991,0,13843678
27826,Viman Nagar,1077,5,3,1983,0,8937977
27827,Hinjewadi,963,1,2,1984,1,11152499
27828,Viman Nagar,3361,4,1,2022,1,10102788
27829,Hinjewadi,2434,1,3,1988,1,8295528
27830,Hinjewadi,1742,4,3,2008,0,6723660
27831,Kalyani Nagar,1322,2,2,1989,0,4540029
27832,Viman Nagar,949,5,2,2010,1,12957300
27833,Viman Nagar,3220,5,2,1988,1,6665046
27834,Pimpri-Chinchwad,2856,1,3,1994,0,7716194
27835,Koregaon Park,2708,4,2,2001,0,4923464
27836,Koregaon Park,1381,2,2,2007,0,14024864
27837,Pimpri-Chinchwad,1668,5,1,1997,1,11066201
27838,Hinjewadi,1228,2,2,2022,1,8679838
27839,Pimpri-Chinchwad,2410,1,3,2020,1,12085892
27840,Pimpri-Chinchwad,2523,2,2,2011,1,10354603
27841,Viman Nagar,3156,2,3,1993,0,12058203
27842,Pimpri-Chinchwad,1013,2,2,2014,1,5355128
27843,Hinjewadi,3012,4,2,2021,0,11565802
27844,Koregaon Park,1848,2,1,1997,1,14388997
27845,Kalyani Nagar,1253,5,3,1987,0,10865226
27846,Pimpri-Chinchwad,1640,5,2,2021,1,14380653
27847,Pimpri-Chinchwad,2507,3,3,1994,1,10890511
27848,Viman Nagar,2146,4,3,2003,1,8492385
27849,Viman Nagar,1942,1,2,1980,1,4135184
27850,Pimpri-Chinchwad,1879,5,3,1981,1,9101183
27851,Pimpri-Chinchwad,2480,4,2,1998,0,8163239
27852,Hinjewadi,2606,3,3,2007,0,7190454
27853,Koregaon Park,1596,4,3,1989,1,8467517
27854,Koregaon Park,1212,3,1,2020,1,2529603
27855,Kalyani Nagar,2390,1,1,1996,0,10282828
27856,Koregaon Park,2162,1,1,2023,0,14934037
27857,Kalyani Nagar,1479,5,3,2012,1,3536962
27858,Viman Nagar,1758,1,1,2011,1,10417716
27859,Kalyani Nagar,3012,1,3,2022,1,4167312
27860,Kalyani Nagar,1824,5,1,2001,1,3683862
27861,Koregaon Park,2664,1,1,2006,1,10577763
27862,Pimpri-Chinchwad,1420,4,2,1980,1,10882462
27863,Viman Nagar,3465,5,1,1998,1,13126949
27864,Hinjewadi,3270,1,2,1982,1,13319434
27865,Kalyani Nagar,2798,1,1,1980,0,6466829
27866,Kalyani Nagar,2100,5,1,2009,1,7820095
27867,Kalyani Nagar,2235,1,1,1989,1,12345409
27868,Pimpri-Chinchwad,1630,2,3,2008,0,10975517
27869,Hinjewadi,2483,4,1,2006,0,5096948
27870,Koregaon Park,2768,3,2,1993,0,2049822
27871,Viman Nagar,1664,3,1,1993,0,8562419
27872,Pimpri-Chinchwad,3407,5,1,2009,0,6746691
27873,Hinjewadi,2432,1,2,1996,1,9596784
27874,Viman Nagar,3148,5,1,1993,0,7982418
27875,Koregaon Park,962,3,2,1996,1,8474413
27876,Viman Nagar,1827,1,2,1993,1,3804862
27877,Kalyani Nagar,2643,2,3,1984,1,6404401
27878,Kalyani Nagar,2171,2,1,2003,1,9894755
27879,Pimpri-Chinchwad,1037,5,3,2006,1,9254380
27880,Viman Nagar,2452,5,3,2018,1,8590864
27881,Kalyani Nagar,2635,4,2,2020,1,10541178
27882,Pimpri-Chinchwad,1219,4,3,2017,0,3106152
27883,Pimpri-Chinchwad,2356,3,1,2015,0,13215418
27884,Pimpri-Chinchwad,1426,3,1,2010,1,3513099
27885,Koregaon Park,1835,4,2,2010,1,5016826
27886,Kalyani Nagar,2499,1,3,2017,1,8426864
27887,Kalyani Nagar,1451,5,3,1997,0,3064050
27888,Hinjewadi,2400,1,2,2017,0,13807859
27889,Koregaon Park,3301,4,3,1986,1,9613102
27890,Kalyani Nagar,2935,1,2,2002,0,11038125
27891,Kalyani Nagar,880,2,1,2012,1,12233795
27892,Hinjewadi,1986,3,3,2002,0,6822936
27893,Viman Nagar,3334,2,2,1990,1,5846149
27894,Viman Nagar,2761,4,2,1998,1,2320295
27895,Koregaon Park,815,4,1,2014,0,5668597
27896,Pimpri-Chinchwad,2652,5,2,2022,0,14316334
27897,Hinjewadi,2520,3,2,1989,0,8128978
27898,Hinjewadi,2801,2,2,2015,0,12637200
27899,Kalyani Nagar,2253,4,1,2008,0,3673225
27900,Kalyani Nagar,2446,2,3,1980,0,13047249
27901,Hinjewadi,1609,3,1,1985,1,6874665
27902,Pimpri-Chinchwad,2009,5,1,2014,1,6799542
27903,Viman Nagar,3187,5,3,2020,1,6717430
27904,Koregaon Park,913,5,1,1995,1,12003102
27905,Viman Nagar,2675,2,1,1999,0,13641262
27906,Koregaon Park,2902,2,2,2008,1,5196917
27907,Pimpri-Chinchwad,1328,2,3,1999,0,3104987
27908,Hinjewadi,1823,3,1,2005,0,4136009
27909,Pimpri-Chinchwad,2785,2,2,1980,1,13651496
27910,Hinjewadi,1869,1,3,2014,0,8631873
27911,Kalyani Nagar,961,3,1,2023,1,3044279
27912,Koregaon Park,1093,3,3,2017,1,10251019
27913,Kalyani Nagar,2450,4,1,1995,1,12494040
27914,Hinjewadi,2351,3,3,1987,0,10276297
27915,Koregaon Park,2694,4,1,1988,1,9749221
27916,Koregaon Park,2426,2,1,1992,1,4874619
27917,Kalyani Nagar,3293,1,1,2008,0,3222505
27918,Koregaon Park,1055,3,1,2012,0,13949825
27919,Hinjewadi,2289,3,3,2001,0,7763328
27920,Hinjewadi,2846,4,2,2008,1,12071690
27921,Kalyani Nagar,2985,1,1,1985,1,9787205
27922,Pimpri-Chinchwad,2673,2,1,2013,0,5343980
27923,Hinjewadi,3207,1,2,2018,1,13965387
27924,Hinjewadi,1930,4,1,2001,1,5128449
27925,Koregaon Park,1643,2,1,1999,1,5457707
27926,Koregaon Park,2466,3,3,2017,0,4379265
27927,Hinjewadi,1917,5,3,1997,1,3228670
27928,Kalyani Nagar,2371,1,3,2012,1,2600733
27929,Pimpri-Chinchwad,2523,5,3,1982,0,8052636
27930,Koregaon Park,2033,4,3,2021,1,4590251
27931,Koregaon Park,3180,2,1,1994,1,10124441
27932,Pimpri-Chinchwad,1378,4,1,1981,1,13928346
27933,Koregaon Park,3491,3,1,2022,0,4391563
27934,Kalyani Nagar,3115,5,3,1991,1,9230839
27935,Koregaon Park,2190,4,2,1982,0,11151742
27936,Koregaon Park,1194,3,2,1981,0,2220579
27937,Hinjewadi,3242,4,2,1995,1,8715669
27938,Kalyani Nagar,2572,4,2,1996,0,12825142
27939,Kalyani Nagar,2766,5,2,2011,0,14675329
27940,Hinjewadi,3164,5,3,1982,0,11061918
27941,Viman Nagar,1742,1,1,1983,0,10449825
27942,Pimpri-Chinchwad,1392,5,2,1987,0,13895602
27943,Kalyani Nagar,3424,1,2,2000,0,6442257
27944,Viman Nagar,2757,3,3,1994,1,2843984
27945,Pimpri-Chinchwad,1197,4,2,1994,1,3932291
27946,Kalyani Nagar,992,1,2,2003,1,5951245
27947,Koregaon Park,2501,4,2,1992,0,3489095
27948,Kalyani Nagar,1105,5,3,2007,0,14267961
27949,Pimpri-Chinchwad,3304,3,2,2020,1,2614137
27950,Viman Nagar,1597,2,3,2012,0,13064216
27951,Koregaon Park,1492,2,2,2018,0,4554470
27952,Pimpri-Chinchwad,3061,3,2,2001,0,6430089
27953,Pimpri-Chinchwad,1245,2,2,1997,1,3380254
27954,Kalyani Nagar,1068,1,1,2000,1,6253474
27955,Hinjewadi,3439,3,1,1990,1,5244683
27956,Hinjewadi,3403,5,3,2021,1,9893320
27957,Koregaon Park,1083,2,2,2008,0,5481955
27958,Pimpri-Chinchwad,1032,3,2,1999,0,7321323
27959,Viman Nagar,3354,4,2,2022,1,9486763
27960,Koregaon Park,1671,3,1,2018,0,5619413
27961,Koregaon Park,3021,5,1,1993,0,8538356
27962,Kalyani Nagar,1643,2,1,2020,1,11288575
27963,Viman Nagar,2416,4,1,1994,1,7994173
27964,Pimpri-Chinchwad,1806,5,1,2017,0,7005020
27965,Pimpri-Chinchwad,3186,1,2,1984,0,8370643
27966,Pimpri-Chinchwad,2441,3,1,2023,1,13986539
27967,Koregaon Park,3161,4,1,2010,1,3459021
27968,Kalyani Nagar,923,4,1,1982,0,12699085
27969,Koregaon Park,3267,4,2,2008,0,5043418
27970,Hinjewadi,2118,1,3,1982,0,7560226
27971,Hinjewadi,1931,1,2,2015,0,5492654
27972,Pimpri-Chinchwad,1786,5,3,2017,1,13177525
27973,Kalyani Nagar,2628,4,1,2010,0,12710363
27974,Pimpri-Chinchwad,2400,1,3,2016,1,7494183
27975,Pimpri-Chinchwad,2180,3,2,2004,1,2409383
27976,Koregaon Park,2227,5,3,1992,1,13445415
27977,Pimpri-Chinchwad,1612,2,2,1994,1,13550393
27978,Pimpri-Chinchwad,1209,2,1,1996,1,10422229
27979,Kalyani Nagar,1186,1,1,1993,1,3840759
27980,Kalyani Nagar,1899,5,2,2019,0,6644151
27981,Kalyani Nagar,1984,4,3,2000,1,13071625
27982,Pimpri-Chinchwad,2642,4,1,2019,1,5550438
27983,Kalyani Nagar,1717,4,1,1992,1,9160482
27984,Kalyani Nagar,2777,2,2,1984,0,10901625
27985,Viman Nagar,2286,3,1,2014,1,4844073
27986,Viman Nagar,950,4,2,1980,0,4088091
27987,Hinjewadi,2522,4,2,1981,0,9148214
27988,Koregaon Park,2166,5,2,1986,1,3432401
27989,Koregaon Park,1042,2,1,2011,1,13908971
27990,Kalyani Nagar,2385,2,1,1983,0,5953035
27991,Hinjewadi,2623,2,1,2019,0,2617230
27992,Hinjewadi,1685,4,1,1994,1,6703286
27993,Viman Nagar,2569,5,2,1992,0,12121213
27994,Hinjewadi,2776,3,1,1983,0,9691859
27995,Pimpri-Chinchwad,1801,1,1,2003,0,6721471
27996,Kalyani Nagar,3350,3,3,2013,0,6282870
27997,Pimpri-Chinchwad,2315,1,3,2008,1,8193737
27998,Koregaon Park,1493,1,1,1981,1,7690969
27999,Viman Nagar,1779,3,1,1990,1,13880618
28000,Pimpri-Chinchwad,1203,2,3,1993,1,14408759
28001,Kalyani Nagar,2920,4,3,2009,0,2062218
28002,Pimpri-Chinchwad,1611,5,1,1987,0,13745197
28003,Pimpri-Chinchwad,2617,4,1,1997,0,7831830
28004,Hinjewadi,1330,3,3,2004,1,6056122
28005,Viman Nagar,1310,2,2,2014,0,11554801
28006,Koregaon Park,2066,3,2,1998,0,4211001
28007,Kalyani Nagar,3066,3,2,2016,0,6001610
28008,Kalyani Nagar,1734,2,2,1986,1,5103444
28009,Koregaon Park,3455,2,3,1999,1,3106538
28010,Kalyani Nagar,1769,5,1,2007,0,3363337
28011,Hinjewadi,2371,4,1,1984,0,10146986
28012,Pimpri-Chinchwad,2423,1,3,1996,0,10149261
28013,Hinjewadi,964,5,2,2012,0,7113773
28014,Hinjewadi,3011,3,2,2019,0,13516071
28015,Hinjewadi,1416,5,2,2007,1,7669914
28016,Koregaon Park,3208,2,2,1982,0,3266789
28017,Viman Nagar,1618,3,3,1986,0,12661135
28018,Koregaon Park,2167,5,3,1996,1,13712082
28019,Koregaon Park,1709,5,2,2023,0,2222032
28020,Hinjewadi,2629,2,3,1982,0,7979737
28021,Viman Nagar,3054,3,1,1985,1,7313738
28022,Koregaon Park,852,5,3,2010,0,4181604
28023,Viman Nagar,2827,3,1,2005,0,11529602
28024,Hinjewadi,2030,2,2,1989,1,7647281
28025,Koregaon Park,2339,2,3,2008,1,14283601
28026,Viman Nagar,1043,4,2,2000,0,8894278
28027,Kalyani Nagar,2392,3,1,2010,1,10696168
28028,Koregaon Park,2105,2,3,2000,0,8057090
28029,Koregaon Park,804,3,1,2021,1,14371562
28030,Koregaon Park,2910,3,2,2008,1,6454308
28031,Viman Nagar,2264,3,2,2018,1,13366073
28032,Pimpri-Chinchwad,1491,3,3,2015,0,13078329
28033,Koregaon Park,1313,1,1,1995,1,10775772
28034,Kalyani Nagar,1624,2,2,2020,0,7972440
28035,Kalyani Nagar,2886,5,3,1994,0,12907306
28036,Hinjewadi,1981,5,2,2020,1,9611531
28037,Pimpri-Chinchwad,1851,4,2,2006,0,9130305
28038,Pimpri-Chinchwad,2506,2,2,2007,1,6349132
28039,Viman Nagar,868,4,1,2005,1,8767820
28040,Hinjewadi,3272,2,2,2005,0,4591643
28041,Viman Nagar,3002,1,3,2003,0,2958161
28042,Hinjewadi,2023,4,2,2013,0,3473693
28043,Pimpri-Chinchwad,2496,2,2,2022,0,10344578
28044,Viman Nagar,2733,3,2,2017,0,2020035
28045,Hinjewadi,2697,2,2,2019,0,10237890
28046,Pimpri-Chinchwad,3067,2,2,2004,0,9103112
28047,Pimpri-Chinchwad,1804,1,1,1980,0,14224525
28048,Koregaon Park,2189,4,2,2012,0,9312848
28049,Viman Nagar,1283,3,2,1983,0,9256654
28050,Koregaon Park,1405,1,1,2021,1,3967325
28051,Pimpri-Chinchwad,2948,2,3,1996,0,6654890
28052,Viman Nagar,2150,1,1,2016,0,8071609
28053,Viman Nagar,3072,5,2,2000,1,5338147
28054,Kalyani Nagar,1790,5,2,2016,1,3846356
28055,Hinjewadi,3476,5,2,1997,0,14454398
28056,Kalyani Nagar,2744,5,3,1985,0,12374360
28057,Kalyani Nagar,1015,3,3,2012,0,9341121
28058,Pimpri-Chinchwad,1243,5,1,2022,1,7014397
28059,Hinjewadi,959,2,1,1987,1,9579459
28060,Kalyani Nagar,2102,2,2,2008,1,9056880
28061,Kalyani Nagar,2301,2,2,2020,0,10561253
28062,Viman Nagar,1992,3,1,1984,1,10412336
28063,Pimpri-Chinchwad,2066,1,1,1998,1,9447600
28064,Kalyani Nagar,2990,1,3,1991,1,9545855
28065,Hinjewadi,2898,3,2,1990,1,14251880
28066,Koregaon Park,3385,2,2,1980,1,2797735
28067,Koregaon Park,1939,2,3,1999,1,14314258
28068,Pimpri-Chinchwad,990,4,3,2007,1,7345056
28069,Koregaon Park,1149,5,2,1988,1,4170130
28070,Viman Nagar,1946,5,1,2023,0,9085339
28071,Viman Nagar,2874,3,2,1999,1,3044667
28072,Hinjewadi,3268,2,1,2016,1,11604286
28073,Pimpri-Chinchwad,2364,3,3,1988,0,8506674
28074,Pimpri-Chinchwad,1566,4,2,1985,0,3915964
28075,Koregaon Park,2640,4,2,2013,0,5516704
28076,Kalyani Nagar,3427,4,3,1987,0,9904627
28077,Kalyani Nagar,1292,2,1,1982,1,12915840
28078,Kalyani Nagar,1841,1,3,2005,0,9266488
28079,Hinjewadi,1351,3,1,1988,1,4871500
28080,Pimpri-Chinchwad,848,1,1,1999,0,5409370
28081,Koregaon Park,2276,1,3,2005,0,3380664
28082,Hinjewadi,1856,4,3,1997,0,14323802
28083,Viman Nagar,3366,3,1,1988,0,13876676
28084,Viman Nagar,3274,5,1,1986,1,2288737
28085,Viman Nagar,3164,3,1,1999,1,13129148
28086,Pimpri-Chinchwad,2838,1,1,1982,0,2385719
28087,Viman Nagar,2080,1,3,1987,0,9696900
28088,Kalyani Nagar,906,2,2,1990,0,5992225
28089,Viman Nagar,1196,4,3,2014,0,10400158
28090,Hinjewadi,1705,2,2,2005,0,3045942
28091,Viman Nagar,950,1,1,1999,1,5192221
28092,Kalyani Nagar,2411,5,2,2012,1,9920606
28093,Viman Nagar,2638,2,2,1991,0,14455764
28094,Koregaon Park,1070,5,2,2022,0,11646884
28095,Kalyani Nagar,2347,5,3,2016,0,2615556
28096,Pimpri-Chinchwad,2615,3,3,2012,0,14119197
28097,Viman Nagar,912,4,3,2002,0,8673232
28098,Hinjewadi,2751,2,3,2019,1,8081115
28099,Viman Nagar,3458,3,3,2012,0,7172482
28100,Hinjewadi,1039,4,1,1981,0,8800457
28101,Koregaon Park,2543,3,2,1988,1,2281870
28102,Pimpri-Chinchwad,1429,4,3,1985,1,6068059
28103,Kalyani Nagar,1710,5,1,1992,0,4907416
28104,Kalyani Nagar,2678,2,3,2009,0,9623446
28105,Pimpri-Chinchwad,3202,1,1,2012,1,4557856
28106,Koregaon Park,2470,5,2,1988,1,11699800
28107,Koregaon Park,3239,1,2,1998,1,8084467
28108,Viman Nagar,2589,1,2,1995,1,11783230
28109,Koregaon Park,3044,1,1,1996,1,8915708
28110,Viman Nagar,2812,1,1,2007,1,3006324
28111,Hinjewadi,1851,5,2,1985,1,12572257
28112,Pimpri-Chinchwad,2749,5,3,2013,1,3383065
28113,Hinjewadi,3076,4,2,1991,0,8026605
28114,Hinjewadi,1465,3,2,2020,0,9887820
28115,Hinjewadi,1196,2,2,2004,0,8864034
28116,Hinjewadi,968,4,1,2022,0,2036755
28117,Kalyani Nagar,3084,5,1,1982,0,3329600
28118,Koregaon Park,3149,4,1,2013,1,2011905
28119,Pimpri-Chinchwad,3164,3,1,1983,0,12643816
28120,Pimpri-Chinchwad,905,1,2,2017,1,4363793
28121,Hinjewadi,2854,1,3,2019,1,12378356
28122,Pimpri-Chinchwad,2755,5,3,2016,1,2199021
28123,Viman Nagar,2735,5,3,2005,1,14367305
28124,Pimpri-Chinchwad,1070,4,1,2022,0,6366498
28125,Hinjewadi,1223,3,1,1995,1,3501192
28126,Pimpri-Chinchwad,1677,1,3,2005,1,10613810
28127,Koregaon Park,2944,4,3,2000,1,12249036
28128,Hinjewadi,3020,1,1,2016,1,2937390
28129,Kalyani Nagar,2250,3,1,2008,0,4780719
28130,Koregaon Park,1253,4,2,2020,0,9927935
28131,Pimpri-Chinchwad,2336,5,1,1982,0,3628675
28132,Kalyani Nagar,1782,2,2,1998,1,11232244
28133,Koregaon Park,991,3,3,2010,1,4937617
28134,Viman Nagar,2498,1,3,1983,1,11004212
28135,Koregaon Park,2630,2,1,1987,1,10372510
28136,Kalyani Nagar,2725,3,3,2022,0,11794747
28137,Viman Nagar,2345,1,3,2007,1,13636326
28138,Pimpri-Chinchwad,2788,2,1,2001,0,5370697
28139,Hinjewadi,811,1,3,1983,0,6763913
28140,Pimpri-Chinchwad,1855,1,3,2013,0,3662977
28141,Hinjewadi,3428,2,3,2000,1,12990194
28142,Hinjewadi,2209,4,2,1985,0,5909722
28143,Kalyani Nagar,2816,3,1,1999,0,8929359
28144,Viman Nagar,2121,4,1,2005,0,6743361
28145,Viman Nagar,3237,1,2,1995,0,13604770
28146,Koregaon Park,1977,2,3,1988,0,11760257
28147,Pimpri-Chinchwad,1221,3,3,2006,1,10336259
28148,Kalyani Nagar,1072,5,3,2020,0,14170655
28149,Pimpri-Chinchwad,2770,3,1,2001,0,2436133
28150,Koregaon Park,1903,4,2,1995,0,12378887
28151,Koregaon Park,972,2,2,2009,1,10941833
28152,Kalyani Nagar,2189,4,2,1989,0,3393484
28153,Koregaon Park,1658,1,1,2005,1,11830895
28154,Kalyani Nagar,1016,3,3,1999,0,12130155
28155,Koregaon Park,2431,4,3,1980,1,2897616
28156,Viman Nagar,1976,5,2,1982,1,11655122
28157,Kalyani Nagar,2567,4,1,1986,1,8896372
28158,Viman Nagar,2610,1,3,1998,1,2375086
28159,Viman Nagar,2317,4,3,1990,1,2730248
28160,Kalyani Nagar,1013,3,3,2000,1,12306884
28161,Pimpri-Chinchwad,2418,3,1,1991,0,3346363
28162,Hinjewadi,1450,2,3,2004,0,10549646
28163,Koregaon Park,1523,1,3,2017,0,4802374
28164,Koregaon Park,3278,2,2,1987,0,5642085
28165,Pimpri-Chinchwad,3183,3,1,2010,0,7133295
28166,Hinjewadi,2316,4,2,2012,0,3844615
28167,Pimpri-Chinchwad,2666,4,2,1989,1,10848999
28168,Hinjewadi,1422,5,1,2016,0,10766211
28169,Kalyani Nagar,1445,1,2,2015,1,9341555
28170,Kalyani Nagar,3208,3,3,1984,0,14561622
28171,Viman Nagar,2908,2,1,2009,0,3943980
28172,Viman Nagar,3298,3,2,2007,1,13803093
28173,Kalyani Nagar,2074,5,2,2003,1,11032391
28174,Viman Nagar,1161,3,1,2007,0,5747988
28175,Kalyani Nagar,1257,2,2,1984,0,6150372
28176,Pimpri-Chinchwad,1342,4,3,1994,1,10807080
28177,Koregaon Park,2021,2,2,2013,0,12449071
28178,Kalyani Nagar,1668,1,1,2000,1,5563875
28179,Kalyani Nagar,908,5,1,1992,0,3399005
28180,Kalyani Nagar,1986,2,3,2003,1,2133816
28181,Viman Nagar,3372,4,2,2008,0,11298810
28182,Viman Nagar,3179,1,3,2019,1,2459420
28183,Viman Nagar,3473,2,1,1999,1,9282683
28184,Viman Nagar,3417,5,3,1980,1,14558615
28185,Pimpri-Chinchwad,3317,4,3,2010,0,10274382
28186,Kalyani Nagar,2236,5,3,1999,0,2985887
28187,Pimpri-Chinchwad,2426,3,2,2020,0,5657386
28188,Viman Nagar,1674,2,1,1997,0,5906216
28189,Pimpri-Chinchwad,3338,1,3,2001,0,11175639
28190,Kalyani Nagar,2783,5,2,1997,1,4988720
28191,Kalyani Nagar,1066,5,3,2009,1,12026680
28192,Viman Nagar,2417,2,3,1995,1,9947451
28193,Kalyani Nagar,2038,2,2,1980,1,13665559
28194,Pimpri-Chinchwad,886,4,2,1998,1,10278668
28195,Hinjewadi,2725,2,3,2012,0,3893074
28196,Kalyani Nagar,3319,2,1,2021,0,2199682
28197,Pimpri-Chinchwad,2961,1,2,2021,1,11234016
28198,Pimpri-Chinchwad,2637,3,2,2004,0,3238959
28199,Pimpri-Chinchwad,2215,5,1,1986,0,5818710
28200,Kalyani Nagar,1209,2,2,1993,0,13812357
28201,Hinjewadi,1584,2,3,2004,0,2038056
28202,Viman Nagar,2474,2,2,2006,0,4465476
28203,Viman Nagar,1635,2,3,2014,1,8139334
28204,Kalyani Nagar,2791,1,1,2022,0,5919952
28205,Kalyani Nagar,887,3,1,2013,0,2042487
28206,Koregaon Park,2678,3,1,2005,0,11953732
28207,Hinjewadi,2118,2,1,1993,1,12285859
28208,Pimpri-Chinchwad,2314,3,3,2005,0,8140099
28209,Pimpri-Chinchwad,1650,4,2,2019,1,10366659
28210,Viman Nagar,1121,2,1,2001,0,14697304
28211,Kalyani Nagar,1675,4,3,2015,1,3094342
28212,Hinjewadi,979,2,2,1983,0,9582110
28213,Viman Nagar,1430,4,1,1991,0,8676224
28214,Hinjewadi,3225,3,3,2021,1,13684560
28215,Kalyani Nagar,3242,2,1,2003,0,3286520
28216,Pimpri-Chinchwad,3071,5,2,2020,1,3575091
28217,Koregaon Park,1010,2,3,1998,1,12277014
28218,Hinjewadi,2591,4,2,1988,0,2991340
28219,Pimpri-Chinchwad,1272,3,2,1980,0,11732293
28220,Hinjewadi,849,5,1,1989,0,2724747
28221,Hinjewadi,3155,2,3,1985,0,5292020
28222,Hinjewadi,1238,4,2,1996,1,12274773
28223,Kalyani Nagar,2388,4,1,2006,0,10270973
28224,Viman Nagar,1324,1,1,1997,1,3093002
28225,Hinjewadi,1496,4,3,2017,0,13461118
28226,Kalyani Nagar,2184,3,2,2018,0,6524044
28227,Koregaon Park,3283,4,2,1985,0,12844382
28228,Viman Nagar,2594,4,2,2017,0,7464240
28229,Kalyani Nagar,942,3,2,1998,1,3965527
28230,Koregaon Park,1283,1,3,1996,0,7635658
28231,Viman Nagar,1514,4,1,2018,1,9948380
28232,Kalyani Nagar,3465,3,1,1999,0,14732466
28233,Koregaon Park,1290,1,1,1997,1,6136128
28234,Kalyani Nagar,1862,3,3,2011,0,9415887
28235,Koregaon Park,2459,4,1,1999,1,3210953
28236,Hinjewadi,1469,1,2,1993,1,11293475
28237,Hinjewadi,2767,5,2,2020,0,13512999
28238,Viman Nagar,2529,3,1,2022,1,9222702
28239,Koregaon Park,1389,3,1,1999,0,3500024
28240,Hinjewadi,1631,1,1,1989,1,10924928
28241,Viman Nagar,1565,3,1,2000,1,7158858
28242,Pimpri-Chinchwad,1110,1,1,1988,1,12038006
28243,Hinjewadi,1243,2,3,2005,0,8413209
28244,Hinjewadi,1769,3,3,1992,0,10169284
28245,Kalyani Nagar,1927,3,1,1999,1,7756046
28246,Pimpri-Chinchwad,3260,4,3,1980,0,14568963
28247,Koregaon Park,3401,4,1,2015,0,8746333
28248,Viman Nagar,2709,3,2,2018,0,6343405
28249,Pimpri-Chinchwad,2640,3,1,2014,0,14215993
28250,Koregaon Park,2796,3,1,2010,0,12124915
28251,Hinjewadi,3469,3,3,2021,1,13756004
28252,Viman Nagar,2302,3,3,2009,1,11721460
28253,Viman Nagar,2192,4,3,1994,1,13908208
28254,Pimpri-Chinchwad,3114,4,1,1991,1,10663729
28255,Kalyani Nagar,3282,2,3,2011,1,4794523
28256,Koregaon Park,2841,3,2,1994,1,14452364
28257,Pimpri-Chinchwad,1629,3,1,2014,1,9601210
28258,Kalyani Nagar,1891,5,3,1985,1,7880255
28259,Kalyani Nagar,3393,5,2,2014,0,8180897
28260,Kalyani Nagar,2373,3,1,2021,1,10138833
28261,Viman Nagar,2713,5,2,1986,0,10875352
28262,Koregaon Park,2958,2,2,2000,1,6074686
28263,Koregaon Park,925,3,3,1999,0,10091663
28264,Pimpri-Chinchwad,2778,4,1,1981,1,8019571
28265,Hinjewadi,2820,5,1,1986,1,6925250
28266,Pimpri-Chinchwad,1767,2,1,1990,1,5573385
28267,Koregaon Park,2634,3,2,2001,0,11886849
28268,Viman Nagar,1981,4,2,2007,1,7292855
28269,Pimpri-Chinchwad,3123,5,1,2000,0,11568299
28270,Hinjewadi,3311,3,2,1981,1,3313874
28271,Pimpri-Chinchwad,814,4,3,1995,1,3543244
28272,Kalyani Nagar,1699,4,2,2019,0,10876521
28273,Hinjewadi,2290,1,2,1995,1,14928388
28274,Kalyani Nagar,2639,1,1,1987,0,9968713
28275,Viman Nagar,3252,1,3,2000,0,3027203
28276,Koregaon Park,3156,5,1,1983,1,13031204
28277,Pimpri-Chinchwad,2838,1,2,1989,1,4768665
28278,Pimpri-Chinchwad,1848,2,1,1983,1,3205098
28279,Kalyani Nagar,2711,3,1,1981,0,2361218
28280,Kalyani Nagar,3130,2,2,1989,1,13545882
28281,Koregaon Park,2139,5,2,2009,1,5857102
28282,Pimpri-Chinchwad,1054,2,2,2008,0,12099237
28283,Koregaon Park,1586,5,1,1989,1,4429565
28284,Kalyani Nagar,3420,4,3,1996,1,4352977
28285,Kalyani Nagar,1328,3,2,1996,0,3348340
28286,Hinjewadi,2547,5,2,2002,0,4206805
28287,Kalyani Nagar,2660,3,1,1991,0,10476338
28288,Kalyani Nagar,2433,2,3,1984,1,4626394
28289,Koregaon Park,1815,5,1,1983,0,6982968
28290,Hinjewadi,1350,5,3,2012,0,9107229
28291,Hinjewadi,1126,3,3,2015,0,7478597
28292,Pimpri-Chinchwad,2024,1,3,1984,1,14381552
28293,Viman Nagar,1837,5,3,2010,0,11273396
28294,Pimpri-Chinchwad,1967,3,3,2005,1,7516836
28295,Pimpri-Chinchwad,1547,3,2,2007,0,9492058
28296,Pimpri-Chinchwad,1719,4,1,1993,1,10977200
28297,Hinjewadi,1767,1,3,2019,0,3785532
28298,Koregaon Park,1593,5,2,1981,1,3724084
28299,Kalyani Nagar,2634,2,1,1995,1,10877304
28300,Hinjewadi,2315,3,2,2013,0,13623793
28301,Kalyani Nagar,1112,5,1,1998,0,11668242
28302,Kalyani Nagar,2082,4,3,2000,0,9993756
28303,Viman Nagar,2022,4,1,2009,1,13125108
28304,Pimpri-Chinchwad,1715,4,3,1985,1,9385713
28305,Viman Nagar,1669,3,1,2010,0,12180243
28306,Pimpri-Chinchwad,1991,4,3,2021,0,6583742
28307,Hinjewadi,1700,5,2,2015,0,13955564
28308,Kalyani Nagar,2488,5,2,1987,0,10726095
28309,Viman Nagar,2221,4,1,1985,0,3886441
28310,Hinjewadi,1457,2,3,1981,1,9201241
28311,Hinjewadi,1677,1,1,1993,0,7690773
28312,Pimpri-Chinchwad,1012,1,3,2015,1,14537503
